,action,cash,volumn,cost,total_nav
0,0.0,0.0,5.0466676389091445,0.001,0.999
1,2.0,1.0046667638909146,0.0,0.000999,1.0036677638909146
2,1.0,1.0046667638909146,0.0,0.0,1.0046667638909146
3,0.0,0.0,4.838760384752276,0.0010046667638909147,1.0036620971270236
4,2.0,1.0101899840960213,0.0,0.0010036620971270237,1.0091863219988944
5,1.0,1.0101899840960213,0.0,0.0,1.0101899840960213
6,2.0,1.0101899840960213,0.0,0.0,1.0101899840960213
7,2.0,1.0101899840960213,0.0,0.0,1.0101899840960213
8,2.0,1.0101899840960213,0.0,0.0,1.0101899840960213
9,2.0,1.0101899840960213,0.0,0.0,1.0101899840960213
10,2.0,1.0101899840960213,0.0,0.0,1.0101899840960213
11,2.0,1.0101899840960213,0.0,0.0,1.0101899840960213
12,1.0,1.0101899840960213,0.0,0.0,1.0101899840960213
13,2.0,1.0101899840960213,0.0,0.0,1.0101899840960213
14,1.0,1.0101899840960213,0.0,0.0,1.0101899840960213
15,1.0,1.0101899840960213,0.0,0.0,1.0101899840960213
16,2.0,1.0101899840960213,0.0,0.0,1.0101899840960213
17,2.0,1.0101899840960213,0.0,0.0,1.0101899840960213
18,0.0,0.0,4.050944365217315,0.0010101899840960213,1.0091797941119254
19,2.0,1.024647190543192,0.0,0.0010091797941119253,1.0236380107490801
20,2.0,1.024647190543192,0.0,0.0,1.024647190543192
21,2.0,1.024647190543192,0.0,0.0,1.024647190543192
22,2.0,1.024647190543192,0.0,0.0,1.024647190543192
23,2.0,1.024647190543192,0.0,0.0,1.024647190543192
24,2.0,1.024647190543192,0.0,0.0,1.024647190543192
25,2.0,1.024647190543192,0.0,0.0,1.024647190543192
26,2.0,1.024647190543192,0.0,0.0,1.024647190543192
27,0.0,0.0,4.031599321062781,0.001024647190543192,1.0236225433526487
28,2.0,0.9797351391555398,0.0,0.0010236225433526488,0.9787115166121871
29,0.0,0.0,4.059112180841359,0.0009787115166121872,0.9787564276389275
30,2.0,1.003898615799184,0.0,0.0009787564276389274,1.0029198593715452
31,2.0,1.003898615799184,0.0,0.0,1.003898615799184
32,0.0,0.0,3.9251919778239386,0.001003898615799184,1.0028947171833849
33,1.0,0.0,3.9251919778239386,0.0,1.002083760383921
34,0.0,0.0,3.9251919778239386,0.0,1.0137668921196779
35,2.0,0.9987376207120293,0.0,0.001013766892119678,0.9977238538199097
36,1.0,0.9987376207120293,0.0,0.0,0.9987376207120293
37,0.0,0.0,3.9455808396300904,0.0009987376207120293,0.9977388830913173
38,1.0,0.0,3.9455808396300904,0.0,1.022909362888061
39,1.0,0.0,3.9455808396300904,0.0,1.0013030178769382
40,0.0,0.0,3.9455808396300904,0.0,0.978328461044531
41,1.0,0.0,3.9455808396300904,0.0,1.0013030178769382
42,0.0,0.0,3.9455808396300904,0.0,0.9737677549735815
43,2.0,0.9307260914289965,0.0,0.0009737677549735815,0.9297523236740229
44,2.0,0.9307260914289965,0.0,0.0,0.9307260914289965
45,1.0,0.9307260914289965,0.0,0.0,0.9307260914289965
46,0.0,0.0,3.7575425997667184,0.0009307260914289965,0.9297953653375676
47,2.0,0.916175861451573,0.0,0.0009297953653375676,0.9152460660862355
48,1.0,0.916175861451573,0.0,0.0,0.916175861451573
49,2.0,0.916175861451573,0.0,0.0,0.916175861451573
50,0.0,0.0,3.8862791965594123,0.000916175861451573,0.9152596855901215
51,0.0,0.0,3.8862791965594123,0.0,0.9166812293574976
52,2.0,0.9399281530300245,0.0,0.0009166812293574976,0.939011471800667
53,2.0,0.9399281530300245,0.0,0.0,0.9399281530300245
54,2.0,0.9399281530300245,0.0,0.0,0.9399281530300245
55,2.0,0.9399281530300245,0.0,0.0,0.9399281530300245
56,0.0,0.0,3.950232418703425,0.0009399281530300246,0.9389882248769945
57,2.0,0.902828729938604,0.0,0.0009389882248769945,0.9018897417137269
58,2.0,0.902828729938604,0.0,0.0,0.902828729938604
59,2.0,0.902828729938604,0.0,0.0,0.902828729938604
60,1.0,0.902828729938604,0.0,0.0,0.902828729938604
61,1.0,0.902828729938604,0.0,0.0,0.902828729938604
62,0.0,0.0,3.7499115644872343,0.000902828729938604,0.9019259012086653
63,1.0,0.0,3.7499115644872343,0.0,0.8808851642166371
64,2.0,0.8879287779051697,0.0,0.0008808851642166371,0.8870478927409531
65,0.0,0.0,3.8495083136317216,0.0008870478927409531,0.8870417300124287
66,0.0,0.0,3.8495083136317216,0.0,0.9055605382782554
67,0.0,0.0,3.8495083136317216,0.0,0.899998468759932
68,2.0,0.8629550857678971,0.0,0.000899998468759932,0.8620550872991373
69,2.0,0.8629550857678971,0.0,0.0,0.8629550857678971
70,2.0,0.8629550857678971,0.0,0.0,0.8629550857678971
71,1.0,0.8629550857678971,0.0,0.0,0.8629550857678971
72,1.0,0.8629550857678971,0.0,0.0,0.8629550857678971
73,2.0,0.8629550857678971,0.0,0.0,0.8629550857678971
74,2.0,0.8629550857678971,0.0,0.0,0.8629550857678971
75,0.0,0.0,4.0607235168613105,0.0008629550857678971,0.8620921306821291
76,2.0,0.8793833849258391,0.0,0.0008620921306821291,0.878521292795157
77,2.0,0.8793833849258391,0.0,0.0,0.8793833849258391
78,0.0,0.0,4.149878908408382,0.0008793833849258391,0.8785040015409132
79,1.0,0.0,4.149878908408382,0.0,0.8588168704686208
80,1.0,0.0,4.149878908408382,0.0,0.903247736978238
81,2.0,0.9245337796380412,0.0,0.000903247736978238,0.9236305319010629
82,2.0,0.9245337796380412,0.0,0.0,0.9245337796380412
83,2.0,0.9245337796380412,0.0,0.0,0.9245337796380412
84,2.0,0.9245337796380412,0.0,0.0,0.9245337796380412
85,1.0,0.9245337796380412,0.0,0.0,0.9245337796380412
86,2.0,0.9245337796380412,0.0,0.0,0.9245337796380412
87,2.0,0.9245337796380412,0.0,0.0,0.9245337796380412
88,0.0,0.0,3.8606843784692186,0.0009245337796380411,0.9236092458584031
89,0.0,0.0,3.8606843784692186,0.0,0.9225814034894149
90,1.0,0.0,3.8606843784692186,0.0,0.9122059188138583
91,2.0,0.9250916013947915,0.0,0.0009122059188138582,0.9241793954759776
92,0.0,0.0,3.8971081461156203,0.0009241793954759776,0.9241674219993156
93,1.0,0.0,3.8971081461156203,0.0,0.9391687150565298
94,0.0,0.0,3.8971081461156203,0.0,0.9152939302862219
95,0.0,0.0,3.8971081461156203,0.0,0.9214315518427395
96,1.0,0.0,3.8971081461156203,0.0,0.9272313226713756
97,2.0,0.9219946363892092,0.0,0.0009272313226713757,0.9210674050665378
98,0.0,0.0,3.999952910706273,0.0009210674050665378,0.9210735689841426
99,2.0,0.9026912947886327,0.0,0.0009210735689841426,0.9017702212196486
100,0.0,0.0,3.9803303078696017,0.0009017702212196486,0.9017895245674131
101,2.0,0.8696800305678966,0.0,0.0009017895245674131,0.8687782410433291
102,2.0,0.8696800305678966,0.0,0.0,0.8696800305678966
103,2.0,0.8696800305678966,0.0,0.0,0.8696800305678966
104,2.0,0.8696800305678966,0.0,0.0,0.8696800305678966
105,1.0,0.8696800305678966,0.0,0.0,0.8696800305678966
106,2.0,0.8696800305678966,0.0,0.0,0.8696800305678966
107,1.0,0.8696800305678966,0.0,0.0,0.8696800305678966
108,2.0,0.8696800305678966,0.0,0.0,0.8696800305678966
109,1.0,0.8696800305678966,0.0,0.0,0.8696800305678966
110,2.0,0.8696800305678966,0.0,0.0,0.8696800305678966
111,2.0,0.8696800305678966,0.0,0.0,0.8696800305678966
112,1.0,0.8696800305678966,0.0,0.0,0.8696800305678966
113,2.0,0.8696800305678966,0.0,0.0,0.8696800305678966
114,1.0,0.8696800305678966,0.0,0.0,0.8696800305678966
115,1.0,0.8696800305678966,0.0,0.0,0.8696800305678966
116,2.0,0.8696800305678966,0.0,0.0,0.8696800305678966
117,1.0,0.8696800305678966,0.0,0.0,0.8696800305678966
118,2.0,0.8696800305678966,0.0,0.0,0.8696800305678966
119,1.0,0.8696800305678966,0.0,0.0,0.8696800305678966
120,0.0,0.0,6.072493433777655,0.0008696800305678966,0.8688103505373288
121,0.0,0.0,6.072493433777655,0.0,0.7905384458652893
122,1.0,0.0,6.072493433777655,0.0,0.7639531906935708
123,0.0,0.0,6.072493433777655,0.0,0.7733413831139467
124,2.0,0.6945507588756525,0.0,0.0007733413831139468,0.6937774174925386
125,2.0,0.6945507588756525,0.0,0.0,0.6945507588756525
126,0.0,0.0,6.104884178534915,0.0006945507588756526,0.6938562081167768
127,2.0,0.7656465058471762,0.0,0.0006938562081167768,0.7649526496390594
128,2.0,0.7656465058471762,0.0,0.0,0.7656465058471762
129,2.0,0.7656465058471762,0.0,0.0,0.7656465058471762
130,2.0,0.7656465058471762,0.0,0.0,0.7656465058471762
131,2.0,0.7656465058471762,0.0,0.0,0.7656465058471762
132,2.0,0.7656465058471762,0.0,0.0,0.7656465058471762
133,2.0,0.7656465058471762,0.0,0.0,0.7656465058471762
134,0.0,0.0,6.502686792205555,0.0007656465058471762,0.764880859341329
135,1.0,0.0,6.502686792205555,0.0,0.8161947719099791
136,2.0,0.8289727722529926,0.0,0.0008161947719099792,0.8281565774810826
137,2.0,0.8289727722529926,0.0,0.0,0.8289727722529926
138,0.0,0.0,6.98906146517598,0.0008289727722529927,0.8281437994807396
139,2.0,0.9079417950209108,0.0,0.0008281437994807396,0.9071136512214301
140,2.0,0.9079417950209108,0.0,0.0,0.9079417950209108
141,0.0,0.0,6.21918563275903,0.0009079417950209108,0.9070338532258898
142,2.0,0.8769402194783321,0.0,0.0009070338532258898,0.8760331856251062
143,2.0,0.8769402194783321,0.0,0.0,0.8769402194783321
144,0.0,0.0,6.009806177848834,0.0008769402194783321,0.8760632792588537
145,2.0,0.8101645952800118,0.0,0.0008760632792588537,0.809288532000753
146,0.0,0.0,6.2930967047508,0.000809288532000753,0.809355306748011
147,2.0,0.8023448247756256,0.0,0.0008093553067480111,0.8015354694688777
148,0.0,0.0,6.466032291886476,0.0008015354694688776,0.8015432893061567
149,0.0,0.0,6.466032291886476,0.0,0.7919745085727735
150,2.0,0.7485312920473118,0.0,0.0007919745085727735,0.747739317538739
151,0.0,0.0,5.993272873969742,0.000747739317538739,0.7477835527297731
152,1.0,0.0,5.993272873969742,0.0,0.6948420971063893
153,2.0,0.6766570472070447,0.0,0.0006948420971063893,0.6759622051099383
154,1.0,0.6766570472070447,0.0,0.0,0.6766570472070447
155,0.0,0.0,6.138607187993126,0.0006766570472070447,0.6759803901598376
156,2.0,0.6252137273250042,0.0,0.0006759803901598376,0.6245377469348444
157,2.0,0.6252137273250042,0.0,0.0,0.6252137273250042
158,2.0,0.6252137273250042,0.0,0.0,0.6252137273250042
159,1.0,0.6252137273250042,0.0,0.0,0.6252137273250042
160,2.0,0.6252137273250042,0.0,0.0,0.6252137273250042
161,1.0,0.6252137273250042,0.0,0.0,0.6252137273250042
162,0.0,0.0,5.482204747011724,0.0006252137273250043,0.6245885135976792
163,2.0,0.653254479823807,0.0,0.0006245885135976792,0.6526298913102093
164,2.0,0.653254479823807,0.0,0.0,0.653254479823807
165,2.0,0.653254479823807,0.0,0.0,0.653254479823807
166,2.0,0.653254479823807,0.0,0.0,0.653254479823807
167,2.0,0.653254479823807,0.0,0.0,0.653254479823807
168,2.0,0.653254479823807,0.0,0.0,0.653254479823807
169,1.0,0.653254479823807,0.0,0.0,0.653254479823807
170,2.0,0.653254479823807,0.0,0.0,0.653254479823807
171,1.0,0.653254479823807,0.0,0.0,0.653254479823807
172,1.0,0.653254479823807,0.0,0.0,0.653254479823807
173,0.0,0.0,5.292255946225644,0.000653254479823807,0.6526012253439832
174,2.0,0.6053098984297385,0.0,0.0006526012253439832,0.6046572972043945
175,0.0,0.0,5.27426640693972,0.0006046572972043945,0.6047052411325341
176,1.0,0.0,5.27426640693972,0.0,0.609653680906195
177,2.0,0.5771896223979401,0.0,0.000609653680906195,0.576579968717034
178,1.0,0.5771896223979401,0.0,0.0,0.5771896223979401
179,0.0,0.0,5.323466653273112,0.0005771896223979401,0.5766124327755422
180,2.0,0.5831122771053816,0.0,0.0005766124327755422,0.5825356646726061
181,1.0,0.5831122771053816,0.0,0.0,0.5831122771053816
182,0.0,0.0,5.2899725650102845,0.0005831122771053816,0.5825291648282762
183,0.0,0.0,5.2899725650102845,0.0,0.5759275144827697
184,2.0,0.6172016827403273,0.0,0.0005759275144827697,0.6166257552258445
185,1.0,0.6172016827403273,0.0,0.0,0.6172016827403273
186,2.0,0.6172016827403273,0.0,0.0,0.6172016827403273
187,0.0,0.0,5.272994502216769,0.0006172016827403273,0.6165844810575869
188,1.0,0.0,5.272994502216769,0.0,0.6300775109569814
189,0.0,0.0,5.272994502216769,0.0,0.6139255844366814
190,1.0,0.0,5.272994502216769,0.0,0.5992974245692401
191,1.0,0.0,5.272994502216769,0.0,0.5920595329681623
192,0.0,0.0,5.272994502216769,0.0,0.5739267097991464
193,2.0,0.5590699849337761,0.0,0.0005739267097991464,0.558496058223977
194,2.0,0.5590699849337761,0.0,0.0,0.5590699849337761
195,2.0,0.5590699849337761,0.0,0.0,0.5590699849337761
196,2.0,0.5590699849337761,0.0,0.0,0.5590699849337761
197,1.0,0.5590699849337761,0.0,0.0,0.5590699849337761
198,1.0,0.5590699849337761,0.0,0.0,0.5590699849337761
199,2.0,0.5590699849337761,0.0,0.0,0.5590699849337761
200,2.0,0.5590699849337761,0.0,0.0,0.5590699849337761
201,2.0,0.5590699849337761,0.0,0.0,0.5590699849337761
202,1.0,0.5590699849337761,0.0,0.0,0.5590699849337761
203,0.0,0.0,4.828807395141227,0.0005590699849337762,0.5585109149488423
204,0.0,0.0,4.828807395141227,0.0,0.568698296168128
205,0.0,0.0,4.828807395141227,0.0,0.5789545407438506
206,2.0,0.5829314519058655,0.0,0.0005789545407438505,0.5823524973651216
207,0.0,0.0,4.666283343326967,0.0005823524973651216,0.5823490994085003
208,2.0,0.6049110555747659,0.0,0.0005823490994085003,0.6043287064753574
209,1.0,0.6049110555747659,0.0,0.0,0.6049110555747659
210,0.0,0.0,4.766696363011448,0.0006049110555747659,0.6043061445191911
211,2.0,0.5979548883638981,0.0,0.0006043061445191911,0.5973505822193789
212,2.0,0.5979548883638981,0.0,0.0,0.5979548883638981
213,2.0,0.5979548883638981,0.0,0.0,0.5979548883638981
214,2.0,0.5979548883638981,0.0,0.0,0.5979548883638981
215,0.0,0.0,4.905115304452458,0.0005979548883638981,0.5973569334755342
216,2.0,0.5715192864485569,0.0,0.0005973569334755342,0.5709219295150814
217,0.0,0.0,4.871286923042441,0.0005709219295150814,0.5709483645190417
218,2.0,0.5416060233031583,0.0,0.0005709483645190417,0.5410350749386392
219,2.0,0.5416060233031583,0.0,0.0,0.5416060233031583
220,0.0,0.0,4.618599417547017,0.0005416060233031584,0.5410644172798552
221,1.0,0.0,4.618599417547017,0.0,0.528459598144124
222,2.0,0.5292603956157405,0.0,0.0005284595981441241,0.5287319360175964
223,2.0,0.5292603956157405,0.0,0.0,0.5292603956157405
224,1.0,0.5292603956157405,0.0,0.0,0.5292603956157405
225,1.0,0.5292603956157405,0.0,0.0,0.5292603956157405
226,2.0,0.5292603956157405,0.0,0.0,0.5292603956157405
227,2.0,0.5292603956157405,0.0,0.0,0.5292603956157405
228,0.0,0.0,5.010273831290576,0.0005292603956157405,0.5287311352201247
229,1.0,0.0,5.010273831290576,0.0,0.5692028690504258
230,0.0,0.0,5.010273831290576,0.0,0.5985398647176778
231,2.0,0.6251078533910435,0.0,0.0005985398647176778,0.6245093135263258
232,2.0,0.6251078533910435,0.0,0.0,0.6251078533910435
233,0.0,0.0,5.064822586419354,0.0006251078533910434,0.6244827455376524
234,0.0,0.0,5.064822586419354,0.0,0.6561363865024697
235,0.0,0.0,5.064822586419354,0.0,0.6697479599900292
236,0.0,0.0,5.064822586419354,0.0,0.6704797650162422
237,0.0,0.0,5.064822586419354,0.0,0.6702602235083784
238,2.0,0.7146807885995002,0.0,0.0006702602235083785,0.7140105283759919
239,1.0,0.7146807885995002,0.0,0.0,0.7146807885995002
240,1.0,0.7146807885995002,0.0,0.0,0.7146807885995002
241,2.0,0.7146807885995002,0.0,0.0,0.7146807885995002
242,0.0,0.0,5.1071819699505845,0.0007146807885995002,0.7139661078109008
243,1.0,0.0,5.1071819699505845,0.0,0.697265748216487
244,0.0,0.0,5.1071819699505845,0.0,0.7019146784882236
245,2.0,0.7282586166947307,0.0,0.0007019146784882237,0.7275567020162425
246,0.0,0.0,4.907290318512541,0.0007275567020162424,0.7275310599927144
247,2.0,0.751515244703286,0.0,0.0007275310599927144,0.7507877136432933
248,2.0,0.751515244703286,0.0,0.0,0.751515244703286
249,0.0,0.0,4.953559055801374,0.0007515152447032861,0.7507637294585826
250,2.0,0.7609628649224128,0.0,0.0007507637294585826,0.7602121011929542
251,1.0,0.7609628649224128,0.0,0.0,0.7609628649224128
